,Facility Name,NPDES ID,City,State,EPA Region,Reporting Year,Certified Date,Reporting Obligation(s),Amount of Biosolids Generated,Violation Count,Violation Type(s),Management Practice Type(s),Amount of Biosolids Managed - Land Applied,Amount of Biosolids Managed - Surface Disposal,Amount of Biosolids Managed - Incinerated,Amount of Biosolids Managed - Other Management Practice,Pathogen Class(es),sic_permit
1401,CLASSIC PINES  WWTP,TX0119067,AUSTIN,TX,6,2022,2022-09-29T12:47:45.530-0500,Other,31.75,0,,Other Management Practice,,,,31.75,Not Applicable,[4952]
1402,HOLIDAY VILLAGES OF LAKE LIVINGSTON WWTP,TX0117331,PFLUGERVILLE,TX,6,2022,2022-09-29T17:35:30.114-0500,Other,53.03,0,,Other Management Practice,,,,53.02,Not Applicable,"[4952, 4952]"
1403,PECAN GROVE MUD WWTP,TX0056421,HOUSTON,TX,6,2022,2022-09-30T12:50:24.057-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,229.362936,0,,Land Application,229.36293577,,,,Class B,"[4952, 4952]"
1404,CITY OF BOERNE WWTP,TX0024465,BOERNE,TX,6,2022,2022-09-29T12:51:54.507-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",194.5,0,,Other Management Practice,,,,194.5,Not Applicable,"[4952, 4952, 4952]"
1405,OYSTER CREEK WWTP,TX0056316,ANGLETON,TX,6,2022,2022-09-29T13:19:55.071-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",172.75,0,,Other Management Practice,,,,174.83,Not Applicable,"[4952, 4952]"
1406,HARRIS COUNTY MUD 165 WWTP,TX0127388,HOUSTON,TX,6,2022,2022-09-29T13:54:25.888-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,124.8,0,,"Other Management Practice, Land Application",105.22,,,19.58,Class B,"[4952, 4952]"
1407,CITY OF DALHART WWTP,TX0057207,DALHART,TX,6,2022,2022-09-29T13:36:25.370-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day,384.07,0,,Other Management Practice,,,,384.07,Not Applicable,"[4952, 4952]"
1408,CITY OF PAMPA WWTP,TX0027618,PAMPA,TX,6,2022,2022-09-30T17:56:32.341-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",147.64,0,,Other Management Practice,,,,147.64,Not Applicable,"[4952, 4952]"
1409,CITY OF CHINA WWTF,TX0071650,CHINA,TX,6,2022,2022-10-04T11:08:47.011-0500,Other,0.73,0,,Other Management Practice,,,,0.73,Class B,"[4952, 4952, 4952, 4952, 4941]"
1410,CENTRAL  MUD 1 WWTF,TX0098957,HOUSTON,TX,6,2022,2022-09-29T14:39:39.808-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,371.35,0,,Land Application,371.35,,,,Class B,"[4952, 4952]"
1411,SPRING WEST MUD WWTP,TX0090824,HOUSTON,TX,6,2022,2022-09-30T13:02:30.771-0500,Other,77.86,0,,Other Management Practice,,,,77.86,Class B,"[4952, 4952]"
1412,HARRIS COUNTY WCID 119 WWTF,TX0021211,HOUSTON,TX,6,2022,2022-09-29T14:21:29.205-0500,Other,104.129226,0,,Land Application,166.4296039,,,,Class B,"[4952, 4952]"
1413,TDJC COFFIELD UNIT,TX0031577,HUNTSVILLE,TX,6,2022,2022-09-29T13:30:02.028-0500,Other,263.59,0,,Other Management Practice,,,,263.59,Class B,"[213, 9223, 213, 9223]"
1414,BEACON BAY MARINA & RV PARK WWTP,TX0075949,LIVINGSTON,TX,6,2022,2022-09-29T13:25:00.331-0500,Other,6.8,0,,Other Management Practice,,,,6.8,Not Applicable,[4952]
1415,CITY OF ROSENBERG 1A WWTF,TX0098914,ROSENBERG,TX,6,2022,2022-09-30T16:48:03.995-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",201.27,0,,"Land Application, Other Management Practice",186.9,,,14.37,Class B,"[4952, 4952]"
1416,TDCJ BETO UNIT WWTP,TX0075388,HUNTSVILLE,TX,6,2022,2022-09-29T13:38:31.299-0500,Other,34.26,0,,Other Management Practice,,,,34.26,Class B,"[9223, 4952, 213, 9223, 9223, 213, 213]"
1417,HARRIS COUNTY WCID 99 WWTP,TX0046736,HOUSTON,TX,6,2022,2022-09-29T13:39:29.827-0500,Other,18.73,0,,Other Management Practice,,,,18.73,Not Applicable,"[4952, 4952]"
1418,CINCO SOUTHWEST WWTP,TX0124851,HOUSTON,TX,6,2022,2022-09-29T13:49:59.329-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,115.6,0,,Land Application,115.6,,,,Class B,"[4952, 4952]"
1419,TIMKENSTEEL MATERIALS SERVICES WWTF,TX0089281,HOUSTON,TX,6,2022,2022-09-30T13:00:29.659-0500,Other,7.56,0,,Other Management Practice,,,,7.56,Class B,"[3499, 4952, 3541, 4952]"
1420,TDCJ POWLEDGE WWTP,TX0089044,HUNSTVILLE,TX,6,2022,2022-09-29T13:44:47.359-0500,Other,23.54,0,,Other Management Practice,,,,23.54,Class B,"[9223, 9223]"
1421,CYPRESS-KLEIN UD WWTF,TX0046779,HOUSTON,TX,6,2022,2022-09-29T14:29:55.457-0500,Other,27.47,0,,Other Management Practice,,,,27.47,Not Applicable,"[4952, 4952]"
1422,TRESCHWIG CENTRAL WWTP,TX0046728,HOUSTON,TX,6,2022,2022-09-30T12:45:04.814-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,66.0576051,0,,Land Application,66.05760508,,,,Class B,"[4952, 4952, 4952]"
1423,CITY OF ROSENBERG WWTF 2,TX0024490,ROSENBURG,TX,6,2022,2022-09-30T16:48:59.569-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1416.0,0,,Land Application,1416.0,,,,Class B,"[4952, 4952]"
1424,WEST HARRIS CO. MUD 17 WWTP,TX0084468,HOUSTON,TX,6,2022,2022-09-30T12:59:29.969-0500,Other,32.65,0,,Land Application,32.65,,,,Class B,"[4952, 4952]"
1425,E MONTGOMERY CNTY MUD 3 WWTP 1,TX0125300,HOUSTON,TX,6,2022,2022-09-29T14:09:23.008-0500,Other,21.9773687,0,,Land Application,21.9773687,,,,Class B,"[4952, 4952]"
1426,CITY OF SUGAR LAND NEW TERRITORY NORTH REGIONAL WWTF,TX0111872,SUGAR LAND,TX,6,2022,2022-09-29T14:15:40.661-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,161.13,0,,Other Management Practice,,,,161.13,Class B,"[4952, 4952]"
1427,CITY OF NEW WAVERLY WWTP 2,TX0087831,NEW WAVERLY,TX,6,2022,2022-09-29T14:59:56.076-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,2.67,0,,Other Management Practice,,,,2.67,Class B,"[4952, 4952, 4952, 4952]"
1428,WEST HARRIS COUNTY MUD 4 WWTP,TX0079359,HOUSTON,TX,6,2022,2022-09-30T12:57:30.035-0500,Other,15.766258,0,,Land Application,15.76625801,,,,Class B,"[4952, 4952]"
1429,STEEP BANK FLAT BANK CREEK WWTP,TX0114855,MISSOURI CITY,TX,6,2022,2022-09-30T17:36:31.984-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,446.09,0,,Other Management Practice,,,,446.09,Class B,"[4952, 4952]"
1430,NEW WAVERLY WWTD,TX0056685,NEW WAVERLY,TX,6,2022,2022-09-29T15:02:44.690-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,2.67,0,,Other Management Practice,,,,2.67,Class B,"[4952, 4952, 4952, 4952]"
1431,PINE TRAILS WWTP,TX0068683,AUSTIN,TX,6,2022,2022-09-29T14:43:59.800-0500,Other,168.25,0,,Other Management Practice,,,,168.25,Not Applicable,[4952]
1432,CHELFORD CITY REGIONAL WWTP,TX0056481,HOUSTON,TX,6,2022,2022-09-29T20:55:16.071-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",959.5,0,,Land Application,859.5,,,,Class B,"[4952, 4952, 4952, 1311, 4952]"
1433,LAKES OF FAIRHAVEN WWTP,TX0125806,TOMBALL,TX,6,2022,2022-09-29T14:21:04.092-0500,Other,18.13,0,,Land Application,18.1281305,,,,Class B,[4952]
1434,CITY OF EAGLE LAKE WWTF,TX0072885,EAGLE LAKE,TX,6,2022,2022-10-10T20:23:13.545-0500,Other,18.1,0,,Other Management Practice,,,,18.4,Not Applicable,"[4952, 4952]"
1435,TIFCO INDUSTRIES WWTP,TX0088927,CYPRESS,TX,6,2022,2022-09-29T14:23:22.389-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4952]
1436,CREEKSIDE VILLAGE WWTP,TX0126799,TOMBALL,TX,6,2022,2022-09-29T14:27:36.592-0500,Other,20.7512913,0,,Land Application,20.751,,,,Class B,[4952]
1437,CITY OF EL CAMPO WWTF,TX0021474,EL CAMPO,TX,6,2022,2022-09-29T16:47:58.252-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1169.742,0,,Other Management Practice,,,,1169.742,Class B,"[4952, 4952]"
1438,BAUER WWTP,TX0128457,TOMBALL,TX,6,2022,2022-09-29T14:33:01.880-0500,Other,28.3599587,0,,Land Application,28.3599587,,,,Class B,[4952]
1439,CYPRESS HILL MUD 1 WWTP,TX0086011,HOUSTON,TX,6,2022,2022-09-29T14:35:00.517-0500,Other,46.1,0,,Other Management Practice,,,,46.1,Not Applicable,"[4952, 4952]"
1440,WALLER COUNTY MUD 9A WWTP,TX0132063,HOUSTON,TX,6,2022,2022-09-29T14:46:00.094-0500,Other,17.5697248,0,,Land Application,17.5697248,,,,Class B,"[4952, 4952]"
1441,PANORAMA VILLAGE WASTEWATER TREATMENT FACILITY,TX0020206,PANORAMA VILLAGE,TX,6,2022,2022-09-30T14:04:24.186-0500,Other,18.62,0,,Other Management Practice,,,,18.62,Class B,"[4952, 4952]"
1442,EL PASO WATER UTILITIES NORTHWEST WWTP,TX0087149,EL PASO,TX,6,2022,2022-10-04T18:09:51.958-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",682.0,0,,Surface Disposal,,682.0,,,Class B,"[4952, 4952, 4952, 4952, 4952]"
1443,CANE ISLAND WWTP,TX0134686,TOMBALL,TX,6,2022,2022-09-29T14:49:25.034-0500,Other,8.53611326,0,,Land Application,8.53611326,,,,Class B,[4952]
1444,NORTHLAKE VILLAGE MHP WWTP,TX0120022,NORTHLAKE,TX,6,2022,2022-09-29T15:42:46.210-0500,Other,1.40263636,0,,Other Management Practice,,,,1.40263636,Not Applicable,[6515]
1445,CITY OF HAMLIN  WWTP,TX0023159,HAMLIN,TX,6,2022,2022-09-29T15:07:17.413-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
1446,FAIRVIEW GARDENS DEVELOPMENTS WWTP,TX0118583,JERSEY VILLAGE,TX,6,2022,2022-09-29T14:56:16.303-0500,Other,0.19,0,,Other Management Practice,,,,0.19,Class B,"[7699, 4952, 4952]"
1447,JTI CONSTRUCTORS WWTP,TX0136913,MAGNOLIA,TX,6,2022,2022-09-29T14:56:51.826-0500,Other,228.816421,0,,Land Application,228.816421,,,,Class B,[4952]
1448,MILL CREEK WWTP,TX0139327,TOMBALL,TX,6,2022,2022-09-29T15:00:30.192-0500,Other,2.6119371,0,,Land Application,2.6119371,,,,Class B,['NO_SIC_MATCH']
1449,SUGAR LAND GREATWOOD WWTP,TX0101915,SUGAR LAND,TX,6,2022,2022-09-29T15:05:37.388-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,82.03,0,,Other Management Practice,,,,82.03,Class B,"[4953, 4953]"
1450,BIG SKY WWTF,TX0137138,DALLAS,TX,6,2022,2022-09-29T15:06:51.399-0500,Other,17.39,0,,Other Management Practice,,,,17.39,Not Applicable,[4952]
1451,CITY OF GLEN ROSE WWTP,TX0033316,GLEN ROSE,TX,6,2022,2022-09-30T09:04:39.462-0500,Other,47.9,0,,Other Management Practice,,,,47.9,Class B,"[4952, 4952]"
1452,CITY OF ALVIN WWTP,TX0024554,ALVIN,TX,6,2022,2022-09-30T08:30:36.443-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",191.21,0,,Other Management Practice,,,,191.21,Class B,"[4952, 4952, 4952]"
1453,CITY OF NASSAU BAY WWTP,TX0023833,NASSAU BAY,TX,6,2022,2022-09-30T10:15:38.985-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,79.22,0,,Other Management Practice,,,,79.22,Not Applicable,"[4952, 4952]"
1454,HUTTO WWTP,TX0025577,HUTTO,TX,6,2022,2022-09-29T15:34:27.513-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,144.43,0,,Other Management Practice,,,,144.43,Class B,"[4952, 4952]"
1455,HARRIS COUNTY MUD 150 WWTP,TX0072893,HOUSTON,TX,6,2022,2022-10-07T09:10:37.723-0500,Other,177.9,0,,Other Management Practice,,,,177.9,Class B,"[4952, 4952]"
1456,HARRIS CO MUD 412 WWTF,TX0126756,HOUSTON,TX,6,2022,2022-09-30T17:07:39.467-0500,Other,118.2,0,,Land Application,118.2,,,,Class B,"[4952, 4952]"
1457,HAYS CO WCID 1 WWTP,TX0128465,AUSTIN,TX,6,2022,2022-09-29T15:45:54.825-0500,Other,121.08,0,,Other Management Practice,,,,121.08,Not Applicable,"[4952, 4952]"
1458,HUTTO SOUTH WWTP,TX0132926,HUTTO,TX,6,2022,2022-09-29T15:42:55.920-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,303.66,0,,Other Management Practice,,,,303.66,Class B,"[4952, 4952]"
1459,HARRIS CO MUD 148 WWTF,TX0131482,HOUSTON,TX,6,2022,2022-10-07T09:25:30.186-0500,Other,41.9,0,,Other Management Practice,,,,41.9,Class B,"[4952, 4952, 4952]"
1460,ALDINE VILLAGE WWTP,TX0070769,NEW WAVERLY,TX,6,2022,2022-09-29T16:05:59.929-0500,Other,29.45,0,,Other Management Practice,,,,29.45,Not Applicable,"[4952, 4952]"
1461,DELTA COUNTY MUD WWTF,TX0020192,COOPER,TX,6,2022,2022-09-30T08:56:00.300-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
1462,SIGMAPRO WWTP,TX0138754,FORT WORTH,TX,6,2022,2022-09-29T16:03:23.063-0500,Other,0.15163636,0,,Other Management Practice,,,,0.15163636,Not Applicable,[6519]
1463,FALLBROOK UD WWTP,TX0021237,HOUSTON,TX,6,2022,2022-10-07T09:08:42.791-0500,Other,113.9,0,,Other Management Practice,,,,113.9,Class B,"[4952, 4952]"
1464,FIVE OAKS WWTP,TX0087475,HIGHLANDS,TX,6,2022,2022-09-29T16:59:36.688-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,1359.71,0,,Other Management Practice,,,,1359.71,Not Applicable,[4952]
1465,KINGS CREEK WWTF,TX0022527,TERRELL,TX,6,2022,2022-09-29T16:39:03.085-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",550.91,0,,Other Management Practice,,,,550.91,Class A,"[4952, 4952, 4952]"
1466,WEST POINT WWTP,TX0125491,LA GRANGE,TX,6,2022,2022-09-29T16:08:49.812-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
1467,ROCK CREEK WWTF,TX0129241,DALLAS,TX,6,2022,2022-09-29T16:46:40.749-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4952]
1468,PORT ISABEL WWTP,TX0023647,PORT ISABEL,TX,6,2022,2022-09-30T18:09:30.938-0500,"A POTW that serves 10,000 people or more",37.5,0,,Surface Disposal,,37.5,,,Class B,"[4952, 4952]"
1469,QUAIL RUN SERVICES,TX0133663,HOUSTON,TX,6,2022,2022-09-29T17:37:16.957-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4952]
1470,ORLA WWTP,TX0138983,HOUSTON,TX,6,2022,2022-09-29T18:17:51.068-0500,Other,13.0,0,,Other Management Practice,,,,13.0,Not Applicable,['NO_SIC_MATCH']
1471,ST. FRANCIS VILLAGE WWTP,TX0066745,CROWLEY,TX,6,2022,2022-10-04T15:10:09.666-0500,Other,6.0,0,,Other Management Practice,,,,,Not Applicable,[4952]
1472,THE PARK,TX0136590,SUGARLAND,TX,6,2022,2022-09-29T18:02:35.949-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4941]
1473,BIG SPRINGS WWTP,TX0133957,HOUSTON,TX,6,2022,2022-09-29T19:11:44.591-0500,Other,10.4,0,,Other Management Practice,,,,10.4,Not Applicable,[4952]
1474,TILDEN WWTF,TX0133230,HOUSTON,TX,6,2022,2022-09-29T19:16:18.412-0500,Other,3.45,0,,Other Management Practice,,,,3.45,Not Applicable,[4952]
1475,CARRIZO SPRINGS WASTEWATER TREATMENT FACILITY,TX0133698,HOUSTON,TX,6,2022,2022-09-29T19:19:52.092-0500,Other,6.7,0,,Other Management Practice,,,,6.7,Not Applicable,[4952]
1476,RICETEC WWTP,TX0117927,ALVIN,TX,6,2022,2022-11-10T14:04:33.769-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
1477,BRIDGESTONE FACILITY,TX0072150,HOUSTON,TX,6,2022,2022-09-30T09:55:57.376-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,117.73,0,,Other Management Practice,,,,117.73,Not Applicable,"[4952, 4952]"
1478,WEST HARRIS CO MUD 7 WWTF,TX0079618,HOUSTON,TX,6,2022,2022-09-30T14:55:01.142-0500,Other,32.25,0,,Other Management Practice,,,,32.25,Not Applicable,"[4952, 4952]"
1479,PALO PINTO CO WCID 1,TX0121797,DALLAS,TX,6,2022,2022-09-29T20:06:29.470-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.91,0,,Other Management Practice,,,,0.91,Not Applicable,[4952]
1480,HARRIS COUNTY MUD 196 WWTP,TX0088838,HOUSTON,TX,6,2022,2022-09-30T14:52:28.573-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,86.69,0,,Other Management Practice,,,,86.69,Class B,"[4952, 4952]"
1481,CITY OF NEEDVILLE WWTP,TX0027634,NEEDVILLE,TX,6,2022,2022-10-04T09:49:50.906-0500,Other,21.5,0,,Other Management Practice,,,,21.5,Class B,"[4952, 4952, 4952]"
1482,CITY OF CRESSON WWTP 1,TX0129640,CRESSON,TX,6,2022,2022-09-29T20:19:39.217-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,11.35,0,,Other Management Practice,,,,11.35,Not Applicable,"[4952, 4952]"
1483,HAPPY HILL FARM CHILDRENS HOME WWTP,TX0138827,GRANBURY,TX,6,2022,2022-09-29T20:23:32.572-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.824,0,,Other Management Practice,,,,0.824,Not Applicable,"[4941, 8361]"
1484,CHAPMAN MHP WWTP,TX0099597,CROSBY,TX,6,2022,2022-09-30T11:43:43.005-0500,Other,1.48,0,,Other Management Practice,,,,1.48,Not Applicable,[6515]
1485,LAKE HOUSTON PINES WWTP,TX0135062,HOUSTON,TX,6,2022,2022-09-30T11:45:30.128-0500,Other,2.82,0,,Other Management Practice,,,,2.82,Class B,"[4952, 4952, 4952, 4952]"
1486,MONUMENT INN WWTP,TX0113760,LA PORTE,TX,6,2022,2022-10-03T11:01:42.709-0500,Other,0.49,0,,Other Management Practice,,,,0.49,Class B,[5812]
1487,ROSEWOOD MHP WWTP,TX0094986,HUMBLE,TX,6,2022,2022-09-30T11:29:40.744-0500,Other,8.35,0,,Other Management Practice,,,,8.35,Class B,[6515]
1488,WHITE OAK CONDOS WWTP,TX0079634,HOUSTON,TX,6,2022,2022-09-29T21:16:50.000-0500,Other,2.12,0,,Land Application,2.12,,,,Class B,[4952]
1489,TAMU MAIN CAMPUS WWTP,TX0108146,COLLEGE STATION,TX,6,2022,2022-10-03T12:28:51.564-0500,"A POTW that serves 10,000 people or more",127.91,0,,Land Application,127.91,,,,Class B,"[8299, 4952, 4952, 8299, 8221]"
1490,WOODGATE MOBILE HOME VILLAGE,TX0088102,GLENDALE,CO,6,2022,2022-09-29T21:30:09.018-0500,Other,2.12,0,,Land Application,2.12,,,,Class B,[6515]
1491,WESTMONT MHP WWTP,TX0093505,HOUSTON,TX,6,2022,2022-09-29T21:41:37.583-0500,Other,12.502,0,,Land Application,12.502,,,,Class B,[6515]
1492,CARBY ROAD MHP WWTP,TX0123579,HOUSTON,TX,6,2022,2022-09-29T21:50:30.129-0500,Other,3.346,0,,Land Application,3.346,,,,Class B,[6515]
1493,529 #35 LTD WWTP,TX0134376,HOUSTON,TX,6,2022,2022-09-29T21:58:11.898-0500,Other,2.12,0,,Land Application,2.12,,,,Class B,[4952]
1494,EAST MOUNT HOUSTON MHP WWTP,TX0094935,HOUSTON,TX,6,2022,2022-09-29T22:10:33.620-0500,Other,0.984,0,,Land Application,0.984,,,,Class B,"[6515, 4952, 6515]"
1495,RENE HINOJOSA WWTP,TX0095761,HOUSTON,TX,6,2022,2022-09-29T22:17:06.397-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 6515]"
1496,RIVER OAKS MHP WWTP,TX0092711,HOUSTON,TX,6,2022,2022-09-29T22:24:12.982-0500,Other,3.066,0,,Land Application,3.066,,,,Class B,"[6515, 6515]"
1497,TOWN OF ROUND TOP WWTP,TX0133337,ROUND TOP,TX,6,2022,2022-09-29T22:27:44.873-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
1498,SOUTHGATE WWTP,TX0135364,HOUSTON,TX,6,2022,2022-09-29T22:30:30.113-0500,Other,1.51,0,,Other Management Practice,,,,1.51,Class B,[4952]
1499,CITY OF INDUSTRY WWTP,TX0116271,INDUSTRY,TX,6,2022,2022-09-29T22:31:14.576-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
1500,SUNDOWN MHP WWTF,TX0087785,HOUSTON,TX,6,2022,2022-09-29T22:37:44.836-0500,Other,2.531,0,,Land Application,2.53,,,,Class B,"[6515, 6515]"
1501,CITY OF FAYETTEVILLE WWTP,TX0055077,FAYETTEVILLE,TX,6,2022,2022-09-30T14:55:19.631-0500,Other,3.25,0,,Land Application,3.25,,,,Class A,"[4952, 4952]"
1502,LONE WILLOW WWTF,TX0095508,WILLIS,TX,6,2022,2022-09-29T22:41:52.368-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[6515]
1503,ROBSTOWN WWTF,TX0020389,ROBSTOWN,TX,6,2022,2022-09-30T11:03:54.371-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,255.0,0,,Other Management Practice,,,,255.0,Class B,"[4952, 4952]"
1504,CRANDALL WWTP,TX0024929,CRANDALL,TX,6,2022,2022-09-30T08:47:27.146-0500,Other,63.95,0,,Other Management Practice,,,,63.95,Not Applicable,"[4952, 4952]"
1505,KAUFMAN COUNTY FWSD 1A WWTP,TX0116211,DALLAS,TX,6,2022,2022-09-30T08:56:22.572-0500,Other,89.31,0,,Other Management Practice,,,,89.31,Not Applicable,"[4952, 4952]"
1506,REUION 20 TRAVEL VILLAGE WWTP,TX0122157,TYLER,TX,6,2022,2022-09-30T09:06:19.428-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4952]
1507,CITY OF MOODY WWTP,TX0024066,MOODY,TX,6,2022,2022-09-30T13:50:22.728-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,18.83,0,,Surface Disposal,,18.83,,,Class A,"[4952, 4952, 4952]"
1508,HARRIS COUNTY MUD 391 WWTP,TX0124770,HOUSTON,TX,6,2022,2022-09-30T09:07:33.153-0500,Other,43.03,0,,Land Application,43.03,,,,Class B,"[4952, 4952]"
1509,COTTON LOGISTICS MIDLAND MAN CAMP,TX0139025,KATY,TX,6,2022,2022-09-30T09:21:22.350-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,['NO_SIC_MATCH']
1510,SIERRA VISTA WEST WWTP,TX0138665,HOUSTON,TX,6,2022,2022-09-30T16:45:51.794-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4952]
1511,REMINGTON MUD 1  WWTP,TX0101371,HOUSTON,TX,6,2022,2022-09-30T16:52:23.124-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,176.83,0,,Other Management Practice,,,,176.83,Not Applicable,"[4952, 4952]"
1512,TRINITY PINES CONF CTR WWTF,TX0087203,TRINITY,TX,6,2022,2022-09-30T09:29:39.070-0500,Other,0.43,0,,Other Management Practice,,,,0.43,Not Applicable,[4952]
1513,MILLS ROAD MUD WWTP,TX0075132,HOUSTON,TX,6,2022,2022-09-30T10:29:16.703-0500,Other,82.34893681,0,,"Land Application, Other Management Practice",73.71893681,,,8.63,Class B,"[4952, 4952, 4952]"
1514,SPRING CYPRESS SHOPPING CENTER WWTP,TX0121126,NEW WAVERLY,TX,6,2022,2022-09-30T09:34:42.777-0500,Other,32.63,0,,Other Management Practice,,,,32.63,Not Applicable,[4952]
1515,WILBARGER CREEK MUD 2 WWTF,TX0122840,AUSTIN,TX,6,2022,2022-09-30T10:13:54.621-0500,Other,92.6,0,,Other Management Practice,,,,95.0,Not Applicable,"[4952, 4952]"
1516,CITY OF NEW LONDON SOUTH WWTP,TX0087360,NEW LONDON,TX,6,2022,2022-09-30T09:41:02.551-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952, 4952, 4952]"
1517,ORCHARD CROSSING WWTP,TX0094650,HOUSTON,TX,6,2022,2022-09-30T09:48:18.112-0500,Other,0.63,0,,Other Management Practice,,,,0.63,Not Applicable,[4952]
1518,CITY OF YORKTOWN WWTP,TX0054631,YORKTOWN,TX,6,2022,2022-09-30T15:24:08.039-0500,Other,10.55,0,,Other Management Practice,,,,10.55,Not Applicable,"[4952, 4952]"
