,Unnamed: 0,FACILITY_CODE,SOURCE,FACILITY,CITY,LATITUDE,LONGITUDE,FLOW_2012_MGD,2012_TOT_ANNUAL_MM3,CWNS_NUM,NPDES_ID,sic_code_type
11917,14503,TX07265,ICIS2022,FORT BEND COUNTY MUD 185 WWTP,FORT BEND COUNTY,29.735276,-95.79528,0.35,0.483917351,0,TX0128708,sewer_system
11918,14504,TX07270,ICIS2022,FORT BEND COUNTY MUD 34 WWTP NO 1,FORT BEND COUNTY,29.688889,-95.765833,1,1.382621002,48007222001,TX0085448,sewer_system
11919,14505,TX07275,ICIS2022,FORT BEND COUNTY MUD 41 WWTP,FORT BEND COUNTY,29.648055,-95.664722,0.5,0.691310501,0,TX0089249,sewer_system
11920,14506,TX07280,ICIS2022,FORT BEND COUNTY MUD 50 INTERIM WWTP,FORT BEND COUNTY,29.693611,-95.765555,0.7,0.967834702,0,TX0100137,sewer_system
11921,14507,TX07285,ICIS2022,FORT BEND COUNTY MUD 58 WWTP,FORT BEND COUNTY,29.738333,-95.829722,1.05,1.451752053,0,TX0126675,sewer_system
11922,14508,TX07290,ICIS2022,FORT BEND COUNTY MUD 81 WWTP,FORT BEND COUNTY,29.656666,-95.928888,0.325,0.449351826,0,TX0106046,sewer_system
11923,14509,TX07295,ICIS2022,FORT BEND COUNTY WCID  2,STAFFORD,29.604106,-95.554499,6,8.295726015,48007071001,TX0021458,sewer_system
11924,14510,TX07300,ICIS2022,FORT BEND COUNTY WCID 2,STAFFORD,29.615278,-95.519722,4,5.53048401,0,TX0099511,sewer_system
11925,14511,TX07305,ICIS2022,FORT BEND MUD 26 WWTP,CITY OF MISSOURI CITY,29.590833,-95.520833,0.8,1.106096802,48007460001,TX0078891,sewer_system
11926,14512,TX07315,ICIS2022,FRESHWATER SUPPLY DISTRICT 23,HOUSTON,29.845316,-95.274704,7,9.678347018,48007039012,TX0063053,sewer_system
11927,14513,TX07320,ICIS2022,FT BEND CO MUD WWTP 2,SUGAR LAND,29.662777,-95.676111,0.5,0.691310501,0,TX0132217,sewer_system
11928,14514,TX07325,ICIS2022,FT BEND COUNTY MUD 151 WWTP,FORT BEND COUNTY,29.760833,-95.864722,1.2,1.659145203,0,TX0126764,sewer_system
11929,14515,TX07330,ICIS2022,GALVESTON COUNTY FWSD 6 WWTP,GALVESTON COUNTY,29.299722,-94.908055,0.32,0.442438721,48007081001,TX0020079,sewer_system
11930,14516,TX07335,ICIS2022,GALVESTON COUNTY WCID 8 WWTP,GALVESTON COUNTY,29.375555,-95.074722,1.5,2.073931504,48007023002,TX0023671,sewer_system
11931,14517,TX07340,ICIS2022,GANADO WWTP,BROOKSHIRE,29.028055,-96.512222,0.35,0.483917351,48001234001,TX0026026,sewer_system
11932,14518,TX07345,ICIS2022,GARWOOD FACILITIES WWTP,GARWOOD,29.446938,-96.391478,0.1,0.1382621,48008137001,TX0023329,sewer_system
11933,14519,TX07350,ICIS2022,GAZLEY CREEK WWTP,SMITHVILLE,30.011111,-97.164722,0.5,0.691310501,0,TX0022951,drinking_water
11934,14520,TX07355,ICIS2022,GENERATION PARK MANAGEMENT DISTRICT WWTP 2,CITY OF HOUSTON,29.903611,-95.180277,0.12,0.16591452,0,TX0133213,sewer_system
11935,14521,TX07360,ICIS2022,GONZALES WWTP,GONZALES,29.49,-97.436944,2.25,3.110897256,48008064001,TX0027243,sewer_system
11936,14522,TX07365,ICIS2022,GRAND MISSION MUD 1  WWTP,FORT BEND COUNTY,29.691388,-95.723888,2.11,2.917330315,0,TX0123749,sewer_system
11937,14523,TX07370,ICIS2022,GREEN TRAILS MUD WWTP,HOUSTON,29.757222,95.7115611,0.99,1.368794792,48007165001,TX0085332,sewer_system
11938,14524,TX07375,ICIS2022,GREGORY WWTP,GREGORY,27.918333,-97.301111,0.32,0.442438721,48001208001,TX0083062,sewer_system
11939,14525,TX07380,ICIS2022,GROESBECK WWTP,LIMESTONE COUNTY,31.526944,-96.519444,0.709,0.980278291,48003046001,TX0054445,sewer_system
11940,14526,TX07385,ICIS2022,GULF COAST WAT.RECLM.CTR.-WWTP,GROVES,29.938888,-93.884166,5.32,7.355543733,0,TX0117960,sewer_system
11941,14527,TX07390,ICIS2022,HANKAMER WWTF,HANKAMER,29.853611,-94.640833,0.1,0.1382621,0,TX0133523,sewer_system
11942,14528,TX07395,ICIS2022,HARDIN COUNTY WCID 1 WWTP,SOUR LAKE,30.166111,-94.315277,0.3,0.414786301,48006070001,TX0027693,drinking_water
11943,14529,TX07400,ICIS2022,HARRIS CNTY FWSD 6 WWTP,CHANNELVIEW,29.766944,-95.105833,0.4,0.553048401,48007085001,TX0027111,drinking_water
11944,14530,TX07405,ICIS2022,HARRIS CO MUD 1 WWTF,HOUSTON,30.10972,-95.53834,0.11,0.15208831,0,TX0129330,sewer_system
11945,14531,TX07410,ICIS2022,HARRIS CO MUD 105 WWTF,HOUSTON,29.860277,-95.729444,2.5,3.456552506,48007596001,TX0070971,sewer_system
11946,14532,TX07415,ICIS2022,HARRIS CO MUD 200 WWTP,HOUSTON,29.972868,-95.430404,1.44,1.990974244,48007159001,TX0085413,sewer_system
11947,14533,TX07420,ICIS2022,HARRIS CO MUD 216 WWTP,HOUSTON,29.781944,-95.678056,0.4,0.553048401,48001047001,TX0092584,sewer_system
11948,14534,TX07425,ICIS2022,HARRIS CO MUD 247 ,HARRIS COUNTY,29.899166,-95.593055,0.8,1.106096802,48071123001,TX0092606,sewer_system
11949,14535,TX07430,ICIS2022,HARRIS CO MUD 387 WWTP,HARRIS COUNTY,30.137894,-95.503866,1.5,2.073931504,0,TX0124907,sewer_system
11950,14536,TX07435,ICIS2022,HARRIS CO. WCID 21 WWTP,CHANNELVIEW,29.784166,-95.105555,2.5,3.456552506,48007099001,TX0022756,sewer_system
11951,14537,TX07440,ICIS2022,HARRIS COUNTY FWSD 47 WWTP,CHANNELVIEW,29.773611,-95.1575,0.52,0.718962921,48007087001,TX0022462,sewer_system
11952,14538,TX07450,ICIS2022,HARRIS COUNTY MUD  221 WWTP,HOUSTON,29.993611,-95.4025,1.8,2.488717805,48007185001,TX0089184,sewer_system
11953,14539,TX07455,ICIS2022,HARRIS COUNTY MUD  418,HOUSTON,29.96185,-95.71433,3.6,4.977435609,0,TX0126161,sewer_system
11954,14540,TX07460,ICIS2022,HARRIS COUNTY MUD 11 WWTP,HARRIS COUNTY,29.935,-95.458888,0.5,0.691310501,48007095001,TX0111767,sewer_system
11955,14541,TX07465,ICIS2022,HARRIS COUNTY MUD 122 WWTP,MISSOURI CITY,29.631666,-95.530555,0.25,0.345655251,0,TX0084484,sewer_system
11956,14542,TX07470,ICIS2022,HARRIS COUNTY MUD 130 WWTP,HOUSTON,29.896111,-95.605,0.68,0.940182282,48001117003,TX0091316,sewer_system
11957,14543,TX07475,ICIS2022,HARRIS COUNTY MUD 155 WWTP,HOUSTON,29.903055,-95.663333,1.55,2.143062554,0,TX0100161,sewer_system
11958,14544,TX07480,ICIS2022,HARRIS COUNTY MUD 165 WWTP,HOUSTON,29.898203,-95.704507,2,2.765242005,0,TX0127388,sewer_system
11959,14545,TX07485,ICIS2022,HARRIS COUNTY MUD 166 WWTP,HOUSTON,29.868611,-95.654444,0.25,0.345655251,0,TX0089494,sewer_system
11960,14546,TX07490,ICIS2022,HARRIS COUNTY MUD 167 WWTP,HOUSTON,29.849166,-95.701666,1.5,2.073931504,0,TX0094307,sewer_system
11961,14547,TX07495,ICIS2022,HARRIS COUNTY MUD 170 REGIONAL WWTP,HOUSTON,29.917777,-95.586944,2.5,3.456552506,48007156001,TX0079146,sewer_system
11962,14548,TX07500,ICIS2022,HARRIS COUNTY MUD 180 ,HOUSTON,29.955555,-95.494166,0.95,1.313489952,48007053001,TX0079529,sewer_system
11963,14549,TX07505,ICIS2022,HARRIS COUNTY MUD 23 WWTP,HARRIS COUNTY,29.877222,95.513888,0.75,1.036965752,48007189001,TX0062235,sewer_system
11964,14550,TX07510,ICIS2022,HARRIS COUNTY MUD 230 WWTP,HOUSTON,29.973333,-95.574167,0.76,1.050791962,48071214001,TX0094706,sewer_system
11965,14551,TX07515,ICIS2022,HARRIS COUNTY MUD 238 WWTP,HOUSTON,29.814166,-95.699722,0.825,1.140662327,0,TX0093891,sewer_system
11966,14552,TX07520,ICIS2022,HARRIS COUNTY MUD 24 WWTP,HOUSTON,30.031388,-95.535,2,2.765242005,48007556001,TX0076856,sewer_system
11967,14553,TX07525,ICIS2022,HARRIS COUNTY MUD 276 WWTP,HOUSTON,29.866389,-95.646667,0.75,1.036965752,48071219001,TX0095532,sewer_system
11968,14554,TX07530,ICIS2022,HARRIS COUNTY MUD 285 WWTP,HOUSTON,29.798889,-95.163333,0.6,0.829572602,48001048001,TX0095451,sewer_system
11969,14555,TX07535,ICIS2022,HARRIS COUNTY MUD 286 WWTF,HOUSTON,29.987222,-95.586666,0.6,0.829572602,48009517001,TX0096920,sewer_system
11970,14556,TX07540,ICIS2022,HARRIS COUNTY MUD 304 WWTP,HARRIS COUNTY,29.973611,-95.466111,0.65,0.898703652,48071225001,TX0097225,sewer_system
11971,14557,TX07545,ICIS2022,HARRIS COUNTY MUD 36 WWTP,HOUSTON,29.99199,-95.403669,0.99,1.368794792,48007184001,TX0084085,sewer_system
11972,14558,TX07550,ICIS2022,HARRIS COUNTY MUD 360 WWTP,HOUSTON,29.978333,-95.635277,0.4,0.553048401,48001286001,TX0113107,sewer_system
11973,14559,TX07555,ICIS2022,HARRIS COUNTY MUD 371 WWTP,HOUSTON,29.962222,-95.708611,0.25,0.345655251,0,TX0117129,sewer_system
11974,14560,TX07560,ICIS2022,HARRIS COUNTY MUD 374 WWTP,HOUSTON,29.944722,-95.698333,0.65,0.898703652,0,TX0124974,sewer_system
11975,14561,TX07565,ICIS2022,HARRIS COUNTY MUD 389 WWTP,HARRIS COUNTY,29.999722,-95.6625,0.3,0.414786301,0,TX0125881,sewer_system
11976,14562,TX07570,ICIS2022,HARRIS COUNTY MUD 401 WWTP,HOUSTON,30.073888,-95.570277,0.6,0.829572602,0,TX0125687,sewer_system
11977,14563,TX07575,ICIS2022,HARRIS COUNTY MUD 449 WWTP,CITY OF KATY,29.833055,-95.776666,0.96,1.327316162,0,TX0128082,sewer_system
11978,14564,TX07580,ICIS2022,HARRIS COUNTY MUD 5 WWTP,HOUSTON,29.949167,-95.440556,0.9,1.244358902,48007540001,TX0026344,sewer_system
11979,14565,TX07585,ICIS2022,HARRIS COUNTY MUD 82 WWTP,HOUSTON,30.072222,95.376944,1.1,1.520883103,48007847001,TX0071528,sewer_system
11980,14566,TX07590,ICIS2022,HARRIS COUNTY WCID 1 WWTP,HIGHLANDS,29.811111,-95.065277,2.35,3.249159356,48007038001,TX0023311,sewer_system
11981,14567,TX07595,ICIS2022,HARRIS COUNTY WCID 111 WWTP,HOUSTON,29.666388,-95.608333,7.2,9.954871218,48007039061,TX0027201,sewer_system
11982,14568,TX07600,ICIS2022,HARRIS COUNTY WCID 113 WWTP,HOUSTON,29.955833,-95.640555,0.3,0.414786301,48007652001,TX0062049,sewer_system
11983,14569,TX07605,ICIS2022,HARRIS COUNTY WCID 89 WWTP,HARRIS COUNTY,29.593888,-95.363611,0.95,1.313489952,48007925001,TX0095842,sewer_system
11984,14570,TX07610,ICIS2022,HARRIS COUNTY WCID 99 WWTP,HARRIS COUNTY,30.038333,-95.415833,0.225,0.311089726,48007849001,TX0046736,sewer_system
11985,14571,TX07615,ICIS2022,HARRIS COUNTY WCID FONDREN ROAD WWTP,HOUSTON,29.630278,-95.514722,0.6,0.829572602,48007098001,TX0020052,sewer_system
11986,14572,TX07620,ICIS2022,HARRIS-FORT BEND COUNTIES MUD 3 WWTP,HOUSTON,29.778926,-95.790408,0.67,0.926356072,0,TX0124451,sewer_system
11987,14573,TX07625,ICIS2022,HAYS CO WCID 1 WWTP,HAYS COUNTY,30.191388,-97.974166,0.35,0.483917351,48001389001,TX0128465,sewer_system
11988,14574,TX07630,ICIS2022,HCO MWD 71 WWTP,HOUSTON,29.818055,-95.743611,2.35,3.249159356,48007582001,TX0074403,sewer_system
11989,14575,TX07635,ICIS2022,HEMPHILL WWTP,HEMPHILL,31.333056,93.849722,0.4,0.553048401,48006044001,TX0060801,sewer_system
11990,14576,TX07640,ICIS2022,HENDERSON WWTF,LAMPASAS,31.003056,-98.268889,1.5,2.073931504,48003095001,TX0022454,sewer_system
11991,14577,TX07645,ICIS2022,HIDALGO COUNTY MUD NO 1 WASTEWATER TREATMENT FACILITY,PENITAS,26.253611,-98.415833,0.95,1.313489952,0,TX0132101,sewer_system
11992,14578,TX07655,ICIS2022,HIGHWAY 181 SOUTH WWTP,SAN ANTONIO,29.2775,-98.3325,0.15,0.20739315,0,TX0126969,sewer_system
11993,14579,TX07660,ICIS2022,HOGGS BAYOU WWTP,CARTHAGE,32.159167,94.291944,3.6,4.977435609,48005053001,TX0032361,sewer_system
11994,14580,TX07665,ICIS2022,HOLLYWOOD ROAD WWTP,AMARILLO,35.1057,-101.7932,12,16.59145203,48000105005,TX0025810,sewer_system
11995,14581,TX07670,ICIS2022,HOMER N TANNER JR REGIONAL WTP,AVINGER,32.863611,94.662222,0,0,0,TX0134490,drinking_water
11996,14582,TX07680,ICIS2022,HORACE WHATELY WWTP,ATLANTA,33.103888,94.170833,2,2.765242005,48005040001,TX0032344,sewer_system
11997,14583,TX07685,ICIS2022,HULL FWSD WWTP,LIBERTY COUNTY,30.148888,94.637777,0.15,0.20739315,48007110001,TX0106836,sewer_system
11998,14584,TX07700,ICIS2022,INVERNESS FOREST IMPROVEMENT DISTRICT WWTP,HOUSTON COUNTRY CLUB,30.03467,-95.403471,0.5,0.691310501,48007669001,TX0023612,sewer_system
11999,14585,TX07710,ICIS2022,JACKRABBIT ROAD PUD WWTP,HOUSTON,29.802222,-95.720556,0.8,1.106096802,0,TX0076775,sewer_system
12000,14586,TX07715,ICIS2022,JEFFERSON COUNTY WCID 10 WWTP,NEDERLAND,29.992847,-94.026356,0.75,1.036965752,48006035001,TX0111589,sewer_system
12001,14587,TX07720,ICIS2022,JOINES ROAD REG WWTF,CAMERON,26.074166,-97.649444,0.51,0.705136711,0,TX0123498,drinking_water
12002,14588,TX07725,ICIS2022,KALLUS STREET WWTP,SCHULENBURG,29.673055,-96.910277,0.46,0.636005661,48008037001,TX0024414,sewer_system
12003,14589,TX07735,ICIS2022,KEEGANS BAYOU WWTP,HOUSTON,29.669444,95.542777,23.1,31.93854516,48007039082,TX0098191,sewer_system
12004,14590,TX07745,ICIS2022,KENEDY WWTF,KENEDY,28.8225,-97.842777,1.5,2.073931504,48008034001,TX0027774,sewer_system
12005,14591,TX07750,ICIS2022,KINGS MANOR MUD WWTP,HOUSTON,30.052222,-95.236944,0.4,0.553048401,48007776001,TX0105996,sewer_system
12006,14592,TX07755,ICIS2022,KINGSLAND MUD  WWTP,KINGSLAND,30.658333,-98.435277,0.75,1.036965752,48009025001,TX0066010,sewer_system
12007,14593,TX07760,ICIS2022,KINGWOOD CENTRAL WWTP,HOUSTON,30.03982,-95.18419,7,9.678347018,48007632001,TX0066583,sewer_system
12008,14594,TX07770,ICIS2022,LAGUNA VISTA WWTP,CAMERON COUNTY,26.117777,-97.315,0.65,0.898703652,0,TX0117072,sewer_system
12009,14595,TX07775,ICIS2022,LAKE MUD WWTP,HOUSTON,29.813333,-94.991111,0.24,0.331829041,0,TX0126187,sewer_system
12010,14596,TX07790,ICIS2022,LANGHAM CREEK UD - WWTP,HOUSTON,29.869027,-95.671866,2,2.765242005,48007676001,TX0064734,sewer_system
12011,14597,TX07800,ICIS2022,LAREDO/COLUMBIA SOLIDARITY BRIDGE WWTF,LAREDO,27.693888,-99.736944,0.16,0.22121936,0,TX0107395,sewer_system
12012,14598,TX07805,ICIS2022,LAS LOMAS WWTP,KAUFMAN,32.692222,-96.361666,0.25,0.345655251,0,TX0129623,sewer_system
12013,14599,TX07810,ICIS2022,LAZY RIVER IMPROVEMENT DISTRICT WWTF,CONROE,30.226944,-95.437222,0.1,0.1382621,48007188001,TX0069256,sewer_system
12014,14600,TX07815,ICIS2022,LEE COUNTY FWSD 1 WWTP,DIME BOX,30.359465,-96.810921,0.42,0.580700821,0,TX0077429,sewer_system
12015,14601,TX07830,ICIS2022,LIBERTY HILL REGIONAL WWTP,WILLIAMSON COUNTY,30.631944,-97.861666,4,5.53048401,0,TX0126195,sewer_system
12016,14602,TX07840,ICIS2022,LITTLE ELM WWTP,LITTLE ELM,33.166388,-96.909166,4,5.53048401,48004056001,TX0053783,sewer_system
12017,14603,TX07850,ICIS2022,LOCKHART WWTP 2,CALDWELL COUNTY,29.87335,-97.624138,1.5,2.073931504,0,TX0113565,sewer_system
12018,14604,TX07855,ICIS2022,LONDONDERRY WWTP,HARRIS COUNTY,30.121231,-95.552655,0.95,1.313489952,48007536001,TX0058530,sewer_system
12019,14605,TX07860,ICIS2022,LUCE BAYOU PUD WWTP,HOUSTON,30.061388,-95.0775,0.225,0.311089726,0,TX0074870,sewer_system
12020,14606,TX07865,ICIS2022,MAIN PLANT WWTF,PORT NECHES,29.953611,-93.941389,4.98,6.885452592,48006010001,TX0022926,sewer_system
12021,14607,TX07870,ICIS2022,MAIN WWTF,OZONA,30.673333,-101.206111,0.5,0.691310501,48001007001,TX0098345,sewer_system
12022,14608,TX07880,ICIS2022,MARKHAM MUD WWTP,MARKHAM,28.954444,-96.067222,0,0,48001275001,TX0134309,sewer_system
12023,14609,TX07885,ICIS2022,MARTINEZ III WWTF,SAN ANTONIO,29.460555,-98.291944,0.15,0.20739315,0,TX0117536,sewer_system
12024,14610,TX07890,ICIS2022,MARTINEZ IV WWTP,SAN ANTONIO,29.445277,98.2475,7.33,10.13461195,0,TX0129861,sewer_system
12025,14611,TX07925,ICIS2022,MEMORIAL VILLAGES WA WWTP,HOUSTON,29.746944,-95.5075,3.05,4.216994058,48007046001,TX0047457,sewer_system
12026,14612,TX07930,ICIS2022,MEMPHIS WWTP,MEMPHIS,34.711388,-100.529166,0.326,0.450734447,48000152001,TX0027740,sewer_system
12027,14613,TX07935,ICIS2022,METRO CENTRAL WWTP,HOUSTON,29.59013,-95.15586,5,6.913105013,48007039084,TX0069736,sewer_system
12028,14614,TX07940,ICIS2022,MEXIA STATE SUPPORTED LIVING CENTER WWTP,MEXIA,31.695,-96.531944,0.45,0.622179451,0,TX0030775,sewer_system
12029,14615,TX07945,ICIS2022,MILITARY HIGHWAY WSC WWTF,PROGRESO,26.128611,-98.1225,0.51,0.705136711,0,TX0116637,sewer_system
12030,14616,TX07950,ICIS2022,MINERAL CREEK WWTP,WHITESBORO,33.683611,-96.902222,0.9,1.244358902,48004088001,TX0023566,sewer_system
12031,14617,TX07955,ICIS2022,MONTGOMERY COUNTY MUD 24 WWTF,MONTGOMERY COUNTY,30.100277,-95.183888,0.1,0.1382621,48007807001,TX0071412,sewer_system
12032,14618,TX07960,ICIS2022,MONTGOMERY COUNTY MUD 83 WWTP,MONTGOMERY COUNTY,30.072222,-95.2625,0.6,0.829572602,48007039078,TX0126209,sewer_system
12033,14619,TX07965,ICIS2022,MONTGOMERY COUNTY MUD NO 56 WWTP,MONTGOMERY COUNTY,30.127777,-95.3,0.1,0.1382621,0,TX0089672,sewer_system
12034,14620,TX07975,ICIS2022,MOORE STREET WWTP,BEEVILLE,28.39111,-97.722777,3,4.147863008,48001218002,TX0047007,sewer_system
12035,14621,TX07990,ICIS2022,MOUNT HOUSTON RD MUD WWTP,HOUSTON,29.910555,-95.445833,0.95,1.313489952,48007694001,TX0023515,sewer_system
12036,14622,TX07995,ICIS2022,MUDDY CREEK REGIONAL WWTP,DALLAS COUNTY,32.971944,-96.55179,20,27.65242005,48004354012,TX0123561,sewer_system
12037,14623,TX08000,ICIS2022,MUSTANG CREEK WWTP,TAYLOR,30.557937,-97.385617,4,5.53048401,48003117001,TX0020443,sewer_system
12038,14624,TX08005,ICIS2022,MUSTANG ISLAND S WWTP,PORT ARANSAS,27.754722,-97.126388,0.6,0.829572602,0,TX0091031,sewer_system
12039,14625,TX08010,ICIS2022,NB DAVIDSON SOUTH WWTP,HUNTSVILLE,30.645277,-95.552222,1.6,2.212193604,48006020002,TX0022373,sewer_system
12040,14626,TX08015,ICIS2022,NEW VINCE BAYOU WWTF,PASADENA,29.715277,95.209444,14,19.35669404,48007048006,TX0117528,sewer_system
12041,14627,TX08025,ICIS2022,NEWPORT MUD WWTP,HOUSTON,29.902931,-95.088575,1.3,1.797407303,0,TX0023230,sewer_system
12042,14628,TX08030,ICIS2022,NORTH FOREST MUD WWTP,HOUSTON,30.002623,-95.441595,0.84,1.161401642,48007699001,TX0058424,sewer_system
12043,14629,TX08035,ICIS2022,NORTH MUSTANG ISLAND WWTP,PORT ARANSAS,27.826111,-97.078055,1.88,2.599327485,48001205001,TX0024287,sewer_system
12044,14630,TX08040,ICIS2022,NORTH PARK PUD WWTP,HOUSTON,30.030295,-95.421879,0.98,1.354968582,48007700001,TX0072567,sewer_system
12045,14631,TX08045,ICIS2022,NORTH PLANT WWTP,SILSBEE,30.369444,-94.201111,0.25,0.345655251,48006024002,TX0023728,sewer_system
12046,14632,TX08055,ICIS2022,NORTH TEXS REGIONAL AIRPORT WWTP,DENISON,33.717778,96.663889,0.412,0.569639853,48004078005,TX0047210,sewer_system
12047,14633,TX08060,ICIS2022,NORTHEAST DISTRICT WWTP,BAYTOWN,29.805833,-94.921388,4,5.53048401,48007033008,TX0126543,sewer_system
12048,14634,TX08065,ICIS2022,NORTHEAST WWTF,ALICE,27.771944,-98.0375,2.02,2.792894425,0,TX0091219,sewer_system
12049,14635,TX08070,ICIS2022,NORTHGATE CROSSING MUD 2 WWTF,HOUSTON,30.1025,-95.421388,0.95,1.313489952,48071241001,TX0119181,sewer_system
12050,14636,TX08075,ICIS2022,NORTHLANDS WWTP,WILLIAMSON COUNTY,30.744166,-97.7425,1.5,2.073931504,0,TX0132233,sewer_system
12051,14637,TX08080,ICIS2022,NORTHSIDE WWTF,HENDERSON,32.2075,-94.791667,1,1.382621002,48005018002,TX0091910,sewer_system
12052,14638,TX08085,ICIS2022,NORTHSIDE WWTF,LINDALE,32.524722,-95.402222,1.3,1.797407303,48005010001,TX0052931,sewer_system
12053,14639,TX08095,ICIS2022,NORTHWEST FREEWAY MUD WWTP,HOUSTON,30.027222,-95.803333,0.45,0.622179451,48007702001,TX0075183,sewer_system
12054,14640,TX08100,ICIS2022,NORTHWEST HARRIS COUNTY MUD 16 WWTP,HOUSTON,29.868333,-95.659167,0.99,1.368794792,48007544001,TX0075981,sewer_system
12055,14641,TX08105,ICIS2022,NORTHWEST HARRIS COUNTY MUD 24 WWTP,HOUSTON,29.945833,-95.5025,0.5,0.691310501,48007154001,TX0092312,sewer_system
12056,14642,TX08115,ICIS2022,NW HARRIS CO MUD#'S 21-23 WWTP,HOUSTON,29.972617,-95.480044,1.5,2.073931504,48007875001,TX0079821,sewer_system
12057,14643,TX08120,ICIS2022,NW HARRIS COUNTY MUD 36 WWTF,HOUSTON,30.050833,-95.470277,0.5,0.691310501,48001244001,TX0108120,sewer_system
12058,14644,TX08135,ICIS2022,ORANGE COUNTY WWTF,VIDOR,30.129707,-94.031281,3,4.147863008,48006178005,TX0023795,sewer_system
12059,14645,TX08140,ICIS2022,OYSTER CREEK WWTP,OYSTER CREEK,28.971944,-95.311388,0.5,0.691310501,48007304001,TX0072591,sewer_system
12060,14646,TX08150,ICIS2022,PALMER PLANTATION MUD 1 REGIONAL WWTP,MISSOURI CITY,29.55134,-95.53928,0.6,0.829572602,48007225001,TX0090484,sewer_system
12061,14647,TX08160,ICIS2022,PANORAMA VILLAGE WASTEWATER TREATMENT FACILITY,PANORAMA VILLAGE,30.369722,-95.496388,0.4,0.553048401,48007135001,TX0020206,sewer_system
12062,14648,TX08165,ICIS2022,PAW PAW WWTF,DENISON,33.760833,96.513333,6,8.295726015,48004078004,TX0047228,sewer_system
12063,14649,TX08175,ICIS2022,PECAN GROVE MUD WWTP,FORT BEND COUNTY,29.616917,-95.741322,1.9,2.626979905,48007473001,TX0056421,sewer_system
12064,14650,TX08180,ICIS2022,PENINSULA  WATER RECLAMATION PLANT,LEWISVILLE,33.208055,-96.988611,2,2.765242005,0,TX0124745,sewer_system
12065,14651,TX08205,ICIS2022,PLANTATION MUD,FORT BEND COUNTY,29.546203,-95.687181,0.44,0.608353241,48007868001,TX0076554,sewer_system
12066,14652,TX08210,ICIS2022,POINT AQUARIUS MUD WWTP,WILLIS,30.419167,-95.582778,0.7,0.967834702,48007851001,TX0022071,sewer_system
12067,14653,TX08220,ICIS2022,POLK STREET WWTP,WHITNEY,31.947222,-97.335833,0.4,0.553048401,48003123001,TX0106551,sewer_system
12068,14654,TX08225,ICIS2022,POLLARD CREEK WWTP,MINERAL WELLS,32.786388,-98.134166,2.35,3.249159356,48004374001,TX0047414,sewer_system
12069,14655,TX08230,ICIS2022,PORT ACRES WWTF,PORT ARTHUR,29.915074,-94.039147,3.8,5.25395981,48006009003,TX0047511,sewer_system
12070,14656,TX08235,ICIS2022,PORT ISABEL WWTP,PORT ISABEL,26.062777,-97.2225,1.1,1.520883103,48001131001,TX0023647,sewer_system
12071,14657,TX08240,ICIS2022,PORT MANSFIELD PUD WWTF,PORT MANSFIELD,26.537777,-97.437777,0.221,0.305559242,48001310001,TX0076392,sewer_system
12072,14658,TX08245,ICIS2022,PORTER MUD WWTP,MONTGOMERY COUNTY,30.08556,-95.22806,1.6,2.212193604,48007818001,TX0084042,sewer_system
12073,14659,TX08255,ICIS2022,PRESIDIO WWTP,PRESIDIO,29.546388,-104.3175,0.34,0.470091141,48001053001,TX0128481,sewer_system
12074,14660,TX08270,ICIS2022,RANKIN ROAD WEST MUD WWTP,HOUSTON,29.973056,-95.446944,0.3,0.414786301,48007209001,TX0097047,sewer_system
12075,14661,TX08285,ICIS2022,REFLECTION BAY WATER RECLAMATION FACILITY,PEARLAND,29.579722,-95.406666,6,8.295726015,48007012007,TX0117501,sewer_system
12076,14662,TX08290,ICIS2022,REGIONAL WWTF,WEBB COUNTY,27.3676,-99.4956,1.5,2.073931504,0,TX0118443,sewer_system
12077,14663,TX08295,ICIS2022,REID ROAD MUD 1 WWTP,HOUSTON,29.924722,-95.568888,1.75,2.419586754,0,TX0053325,sewer_system
12078,14664,TX08300,ICIS2022,RELLIS CAMPUS WWTP,BRAZOS COUNTY,30.628888,-96.471944,0.1,0.1382621,0,TX0076023,sewer_system
12079,14665,TX08305,ICIS2022,REMINGTON MUD 1  WWTP,HOUSTON,29.918333,-95.672222,1.1,1.520883103,0,TX0101371,sewer_system
12080,14666,TX08310,ICIS2022,RENN ROAD MUD WWTP,HOUSTON,29.676111,-95.633611,2.5,3.456552506,48007725001,TX0078964,sewer_system
12081,14667,TX08325,ICIS2022,RICHMOND REGIONAL WWTP,RICHMOND,29.57,-95.752777,3,4.147863008,48007020002,TX0115177,sewer_system
12082,14668,TX08330,ICIS2022,RIDDLEVILLE STREET WWTP,KARNES CITY,28.901666,-97.9075,0.8,1.106096802,0,TX0129984,sewer_system
12083,14669,TX08335,ICIS2022,RIO VISTA WWTP,RIO VISTA,32.226666,-97.36833,0,0,48004097001,TX0135411,sewer_system
12084,14670,TX08340,ICIS2022,RIVER PLANTATION MUD WWTP,MONTGOMERY COUNTY,30.241111,-95.437777,0.6,0.829572602,48007145001,TX0025674,sewer_system
12085,14671,TX08345,ICIS2022,RIVERBEND REG WATER RECLAMATION FACILITY,LEWISVILLE,33.228611,-96.937278,4,5.53048401,48001132002,TX0123781,sewer_system
12086,14672,TX08365,ICIS2022,ROBERT T. SAVELY WATER RECLAMATION WWTP,HOUSTON,29.5775,-95.092222,10,13.82621003,48007069001,TX0022543,sewer_system
